marca,modelo,año,precio,transmisión,rendimiento,combustible,litros
 Nissan , Sentra ,2017," 264,999 ",Automático,16.7,,1.8
 Audi , A5 ,2016," 449,999 ",Automático,12,,2
 Toyota , RAV4 ,2013," 298,999 ",Automático,11.4,,2.5
 Ford , Ranger ,2017," 410,999 ",Manual,9.5,,2.5
 Audi , A1 ,2018," 368,999 ",Automático,15.6,,1.4
 Volkswagen , Tiguan ,2015," 272,999 ",Automático,14.9,,1.4
 Ford , Eco Sport ,2015," 235,999 ",Automático,12.5,,2
 Chevrolet , Cavalier ,2019," 249,999 ",Manual,17.5,,1.5
 Seat , Ibiza ,2018," 278,999 ",Manual,15.9,,1.6
 Nissan , X Trail ,2018," 339,999 ",Automático,13.2,,2.5
 Volkswagen , Passat ,2015," 263,999 ",Automático,10.4,,2.5
 Nissan , Sentra ,2018," 253,999 ",Manual,14.3,,1.8
 Honda , Fit ,2017," 239,999 ",Automático,17.9,,1.5
 Lincoln , MKZ ,2017," 452,999 ",Automático,9.6,,3.7
 Nissan , Sentra ,2017," 230,999 ",Manual,14.3,,1.8
 Mini , Cooper ,2018," 377,999 ",Automático,17.5,,1.5
 Mini , Cooper ,2018," 361,999 ",Automático,17.5,,1.5
 Volkswagen , Vento ,2020," 261,999 ",Manual,14.3,,1.6
 Toyota , C-Hr ,2018," 392,999 ",Automático,14.3,,2
 Chevrolet , Sonic ,2017," 208,999 ",Automático,13.3,,1.6
 Nissan , Versa ,2019," 256,999 ",Manual,16.4,,1.6
 Dodge , Journey ,2017," 369,999 ",Automático,8.2,,3.6
 Nissan , Kicks ,2017," 262,999 ",Manual,15.9,,1.6
 Jeep , Compass ,2020," 536,999 ",Automático,12.3,,2.4
 Honda , Odyssey ,2015," 332,999 ",Automático,6.7,,3.5
 Seat , Ateca ,2020," 513,999 ",Automático,17.9,Gasolina,1.4
 Mini , Cooper ,2022," 638,999 ",Automático,17.5,Gasolina,1.5
 Chevrolet , Aveo ,2018," 223,999 ",Manual,17.5,Gasolina,1.6
 Renault , Captur ,2020," 314,999 ",Automático,12.3,Gasolina,2
 Acura , ILX ,2017," 315,999 ",Automático,9.8,Gasolina,2.4
 Chevrolet , Equinox ,2016," 263,999 ",Automático,9.3,Gasolina,2.4
 Mercedes Benz , Clase Glc ,2019," 768,999 ",Automático,10.6,Gasolina,2
 Volkswagen , Passat ,2015," 248,999 ",Automático,11.5,Gasolina,2.5
 Fiat , Palio ,2016," 188,999 ",Manual,14.5,Gasolina,1.6
 Mercedes Benz , Clase Cla ,2019," 643,999 ",Automático,11.1,Gasolina,2
 Kia , Sportage ,2016," 294,999 ",Automático,12.7,Gasolina,2
 Mazda , Mazda 2 ,2019," 274,999 ",Automático,18.5,Gasolina,1.5
 Suzuki , Ignis ,2021," 271,999 ",Manual,19.6,Gasolina,1.2
 Baic , X25 ,2017," 223,999 ",Manual,17.4,Gasolina,1.5
 Fiat , 500 ,2019," 461,999 ",Automático,14.5,Gasolina,1.4
 Nissan , March ,2021," 302,999 ",Manual,16.1,Gasolina,1.6
 Toyota , Corolla ,2020," 414,999 ",Automático,29.4,Híbrido,1.8
 Kia , Forte ,2017," 219,999 ",Manual,15.9,Gasolina,2
 Mazda , Mazda 3 ,2016," 276,999 ",Automático,9.8,Gasolina,2.5
 Jeep , Grand Cherokee ,2015," 458,999 ",Automático,9.2,Gasolina,3.6
 Seat , Ibiza ,2017," 285,999 ",Manual,17.5,Gasolina,1.2
 Chevrolet , Aveo ,2020," 242,999 ",Manual,17.5,Gasolina,1.6
 Kia , Optima ,2018," 325,999 ",Automático,13.3,Gasolina,2.4
 Seat , Ibiza ,2020," 318,999 ",Automático,15.9,Gasolina,1.6
 Chevrolet , Beat ,2019," 174,999 ",Manual,18.2,Gasolina,1.2
 Audi , Q3 ,2018," 441,999 ",Automático,12.8,Gasolina,1.4
 Renault , Captur ,2019," 288,999 ",Manual,13,Gasolina,2
 Kia , Stinger ,2018," 592,999 ",Automático,7.5,Gasolina,3.3
 Chevrolet , Tracker ,2021," 414,999 ",Automático,15.2,Gasolina,1.2
 Ford , Focus ,2015," 197,999 ",Automático,15.2,Gasolina,2
 Suzuki , Ignis ,2019," 273,999 ",Automático,19.6,Gasolina,1.2
 Mini , Cooper ,2018," 348,999 ",Automático,17.5,Gasolina,1.5
 Mazda , Cx-3 ,2018," 347,999 ",Automático,15.4,Gasolina,2
 Ford , Figo ,2016," 214,999 ",Automático,17.2,Gasolina,1.5
 Bmw , Serie 1 ,2019," 502,999 ",Automático,17.9,Gasolina,1.5
 Suzuki , S-Cross ,2018," 350,999 ",Automático,15.4,Gasolina,1.4
 Seat , Ibiza ,2019," 288,999 ",Manual,15.9,,
 Audi , Q2 ,2019," 530,999 ",Automático,14.9,,
 Chevrolet , Traverse ,2019," 631,999 ",Automático,8.7,,
 Mazda , Mazda 3 ,2018," 321,999 ",Manual,15.4,,
 Bmw , Serie 1 ,2018," 439,999 ",Automático,17.9,,
 Toyota , Tacoma ,2020," 792,999 ",Automático,10,,
 Mini , Cooper ,2018," 377,999 ",Automático,17.5,,
 Volkswagen , Polo ,2017," 345,999 ",Automático,7,,
 Ford , Fiesta ,2018," 237,999 ",Automático,6.2,,
 Volkswagen , Vento ,2017," 207,999 ",Manual,7,,
 Audi , A4 ,2019," 545,999 ",Automático,6.5,,
 Hyundai , Elantra ,2016," 233,999 ",Manual,6.4,,
 Chrysler , Town & Country ,2013," 256,999 ",Automático,7.8,,4
 Nissan , NP300 Frontier ,2019," 450,999 ",Manual,9.8,,2.5
 Bmw , X3 ,2014," 346,999 ",Automático,8.9,,3
 Hyundai , Grand i10 ,2018," 225,999 ",Manual,16.9,,1.2
 Bmw , Serie 2 ,2019," 1,050,999 ",Automático,9.3,,3
 Mercedes Benz , Clase Glk ,2015," 378,999 ",Automático,7.4,,3
 Volkswagen , Passat ,2015," 284,999 ",Automático,9.4,,3.6
 Honda , Hr-V ,2020," 429,999 ",Automático,15.2,,
 Chevrolet , Cavalier ,2018," 253,999 ",Automático,16.7,,
 Nissan , NP 300 ,2018," 378,999 ",Manual,9.9,,
 Kia , Rio ,2020," 287,999 ",Automático,15.6,,
 Seat , Toledo ,2016," 195,999 ",Manual,13.7,,
 Audi , A1 ,2016," 271,999 ",Automático,15.6,,1.4
 Jeep , Renegade ,2017," 320,999 ",Automático,12.2,Gasolina,1.8
 Nissan , Kicks ,2017," 263,999 ",Automático,16.9,Gasolina,1.6
 Fiat , Mobi ,2021," 265,999 ",Manual,15.2,Gasolina,1
 Audi , A5 ,2018," 690,999 ",Automático,13.2,Gasolina,2
 Renault , Kwid ,2020," 227,999 ",Manual,17.5,Gasolina,1
 Hyundai , Tucson ,2019," 469,999 ",Automático,14.5,Gasolina,2
 Mazda , Mazda 3 ,2016," 255,999 ",Automático,9.6,Gasolina,2
 Mazda , Cx-3 ,2019," 359,999 ",Automático,15.4,Gasolina,2
 Honda , CR-V ,2019," 512,999 ",Automático,9.7,Gasolina,1.5
 Nissan , March ,2019," 265,999 ",Automático,15.2,Gasolina,1.6
 Toyota , Tacoma ,2019," 781,999 ",Automático,10,Gasolina,3.5
 Infiniti , Q50 ,2017," 448,999 ",Automático,15.4,Híbrido,"3,5"
 Seat , Toledo ,2018," 272,999 ",Automático,15.4,,1.4
 Gmc , Terrain ,2017," 361,999 ",Automático,9,,3.6
 Audi , A6 ,2016," 489,999 ",Automático,11.4,,2
 Nissan , Kicks ,2018," 278,999 ",Manual,15.9,,1.6
 Audi , A3 ,2015," 333,999 ",Automático,11.8,,1.8
 Chevrolet , Trax ,2019," 294,999 ",Manual,16.9,,1.8
 Audi , Q7 Quattro ,2018," 823,999 ",Automático,9.7,,3
 Ford , Transit Van ,2018," 526,999 ",Automático,11,,
 Volkswagen , Jetta A6 ,2017," 374,999 ",Automático,14.7,,2
 Mazda , MX-5 ,2017," 333,999 ",Manual,13.5,,2
 Chevrolet , Cavalier ,2018," 262,999 ",Automático,16.7,,1.5
 Toyota , Avanza ,2015," 205,999 ",Automático,13.9,,1.5
 Nissan , X Trail ,2017,,Automático,13.2,,2.5
 Honda , Hr-V ,2016," 297,999 ",Automático,15.2,,1.8
 Renault , Duster ,2018," 249,999 ",Manual,13.3,,2
 Volkswagen , Jetta A6 ,2016," 217,999 ",Manual,12.3,,2
 Volkswagen , Jetta A7 ,2019," 415,999 ",Automático,15.9,,1.4
 Nissan , Armada ,2018," 682,999 ",Automático,14.5,,5.6
 Volkswagen , Jetta Clasico A4 ,2015," 191,999 ",Manual,12.8,,2
 Nissan , X Trail ,2018," 406,999 ",Automático,13.2,,2.5
 Volkswagen , Vento ,2018," 241,999 ",Manual,13.9,,1.6
 Mercedes Benz , Clase C ,2018," 471,999 ",Automático,13.5,,1.6
 Mini , Cooper ,2019," 438,999 ",Automático,17.5,,1.5
 Suzuki , S-Cross ,2019," 354,999 ",Automático,15.4,Gasolina,1.6
 Volkswagen , Vento ,2019," 224,999 ",Manual,14.3,,
 Chrysler , Pacifica ,2020," 830,999 ",Automático,7.6,,
 Dodge , Journey ,2016," 322,999 ",Automático,8.2,,
 Suzuki , Grand Vitara ,2015," 267,999 ",Automático,11.2,,
 Mazda , Mazda 3 ,2016," 264,999 ",Automático,9.6,,
 Audi , A3 ,2015," 302,999 ",Automático,11.8,,
 Kia , Rio ,2019," 295,999 ",Automático,15.6,,
 Chevrolet , Trax ,2016," 225,999 ",Manual,16.9,,
 Honda , CR-V ,2016," 313,999 ",Automático,9.7,,
 Seat , Ibiza ,2017," 254,999 ",Manual,15.9,,
 Seat , Ibiza ,2020," 318,999 ",Manual,15.9,,
 Hyundai , Accent ,2020," 268,999 ",Manual,16.7,,
 Bmw , Serie 1 ,2021," 682,999 ",Automático,15.9,,
 Hyundai , Sonata ,2015," 232,999 ",Automático,13.3,,
 Volkswagen , Gol ,2017," 199,999 ",Manual,17.9,,
 Ford , Escape ,2018," 331,999 ",Automático,9.8,,
 Hyundai , Tucson ,2019," 492,999 ",Automático,14.5,,
 Volkswagen , Polo ,2018," 224,999 ",Automático,14.5,,
 Kia , Rio ,2021," 333,999 ",Manual,15.6,,
 Renault , Kwid ,2019," 218,999 ",Manual,17.5,,
 Honda , Accord ,2019," 489,999 ",Automático,9.9,,
 Kia , Forte ,2021," 429,999 ",Automático,6.3,,
 Mazda , Cx-3 ,2018," 338,999 ",Automático,15.4,,
 Chevrolet , Equinox ,2016," 270,999 ",Automático,9.3,,
 Chevrolet , Trax ,2020," 382,999 ",Automático,15.2,,
 Audi , Q5 Quattro ,2020," 792,999 ",Automático,11.2,,
 Renault , Sandero ,2020," 321,999 ",Manual,14.7,,
 Audi , Q3 Quattro ,2014," 335,999 ",Automático,12.5,Gasolina,2
 Mini , Countryman ,2020," 616,999 ",Automático,13.3,Gasolina,2
 Volkswagen , Polo ,2017," 223,999 ",Automático,13.3,Gasolina,1.6
 Chevrolet , Cavalier ,2019," 280,999 ",Automático,16.7,Gasolina,1.5
 Mazda , Cx-3 ,2019," 347,999 ",Automático,15.4,Gasolina,2
 Mazda , Mazda 3 ,2018," 345,999 ",Automático,9.8,Gasolina,2.5
 Honda , Civic ,2015," 252,999 ",Automático,16.7,Gasolina,1.8
 Hyundai , Grand i10 ,2015," 186,999 ",Manual,17.5,Gasolina,1.2
 Volkswagen , Jetta A6 ,2016," 226,999 ",Manual,12.3,,
 Mazda , Cx-3 ,2018," 326,999 ",Automático,14.9,,2
 Volkswagen , Jetta A7 ,2019," 347,999 ",Automático,15.9,,1.4
 Mazda , Mazda 3 ,2015," 231,999 ",Automático,9.6,,
 Audi , A3 ,2016," 315,999 ",Automático,14.3,,
 Nissan , Juke ,2015," 230,999 ",Automático,14.7,,
 Nissan , March ,2019," 242,999 ",Automático,15.2,,
 Audi , Q5 Quattro ,2016," 417,999 ",Automático,9.4,,
 Chevrolet , Silverado 1500 V6 ,2016," 437,999 ",Automático,8.7,,
 Volkswagen , Tiguan ,2020," 625,999 ",Automático,14.9,,
 Nissan , Versa ,2020," 304,999 ",Manual,16.4,,
 Chevrolet , Aveo ,2018," 217,999 ",Automático,16.7,,
 Jeep , Wrangler ,2018," 829,999 ",Automático,9.8,,
 Acura , RDX ,2019," 710,999 ",Automático,10.4,,
 Mazda , Mazda 3 ,2017," 300,999 ",Automático,9.8,,
 Seat , Arona ,2019," 327,999 ",Automático,7,,
 Nissan , Murano ,2019," 567,999 ",Automático,8.6,,
 Kia , Soul ,2018," 321,999 ",Automático,13.2,,
 Hyundai , Tucson ,2019," 469,999 ",Automático,14.5,,
 Volkswagen , Passat ,2015," 249,999 ",Automático,11.5,,
 Jeep , Renegade ,2017," 342,999 ",Automático,12.2,,
 Mini , Cooper ,2020," 520,999 ",Automático,17.5,,
 Mazda , MX-5 ,2018," 389,999 ",Manual,13.5,,
 Volvo , Xc40 ,2021," 698,999 ",Automático,13.2,,
 Chevrolet , Groove ,2022," 397,999 ",Automático,12.7,,
 Volkswagen , Vento ,2019," 269,999 ",Automático,9.6,,
 Nissan , Sentra ,2015," 220,999 ",Automático,17.2,,
 Mazda , Mazda 3 ,2015," 267,999 ",Automático,9.8,,
 Chevrolet , Trax ,2016," 251,999 ",Automático,15.2,,
 Mercedes Benz , Clase A ,2018," 460,999 ",Automático,15.4,,
 Mazda , Cx-30 ,2021," 496,999 ",Automático,13.5,,
 Toyota , Corolla ,2016," 240,999 ",Automático,15.9,,
 Renault , Duster ,2018," 227,999 ",Manual,14.9,,
 Kia , Rio ,2018," 256,999 ",Automático,15.6,,
 Hyundai , Tucson ,2017," 315,999 ",Automático,14.5,,
 Hyundai , Tucson ,2020," 516,999 ",Automático,14.5,,
 Mazda , Mazda 3 ,2018," 335,999 ",Automático,9.8,,2.5
 Ford , Fiesta ,2017," 212,999 ",Manual,16.1,,1.6
 Nissan , Juke ,2016," 265,999 ",Automático,14.7,,1.6
 Jeep , Grand Cherokee ,2014," 389,999 ",Automático,9.2,,3.6
 Kia , Sportage ,2019," 421,999 ",Automático,12.7,,2
 Honda , Civic ,2018,,Automático,16.7,,2
 Seat , Arona ,2019," 339,999 ",Automático,14.3,,1.6
 Chevrolet , Cruze ,2017," 223,999 ",Manual,16.9,,1.4
 Seat , Leon ,2017," 264,999 ",Manual,16.9,,1.4
 Mazda , CX-5 ,2016," 320,999 ",Automático,14.5,,2
 Mini , Countryman ,2021," 807,999 ",Automático,11.1,,2
 Ford , Fiesta ,2018," 235,999 ",Manual,16.1,,1.6
 Smart , Forfour ,2017," 261,999 ",Manual,20.8,,1
 Suzuki , S-Cross ,2020," 416,999 ",Automático,15.4,Gasolina,1.6
 Chevrolet , Cruze ,2018," 246,999 ",Manual,16.9,Gasolina,1.4
 Renault , Oroch ,2019," 365,999 ",Automático,12.3,Gasolina,2
 Jeep , Patriot ,2016," 313,999 ",Automático,11.9,Gasolina,2.4
 Volkswagen , T-Cross ,2020," 455,999 ",Automático,14.3,Gasolina,1.6
 Audi , A1 Sportback ,2020," 478,999 ",Automático,16.1,Gasolina,1
 Seat , Ibiza ,2018," 266,999 ",Manual,15.9,,1.6
 Chevrolet , Aveo ,2019," 207,999 ",Manual,17.5,,1.6
 Ford , Explorer ,2017," 547,999 ",Automático,9.3,,3.5
 Mitsubishi , Eclipse Cross ,2019," 414,999 ",Automático,13.5,,1.5
 Seat , Ibiza ,2018," 286,999 ",Manual,15.9,,1.6
 Mazda , Cx-3 ,2019," 384,999 ",Automático,15.4,,
 Nissan , Sentra ,2020," 354,999 ",Manual,14.3,,
 Mazda , Cx-3 ,2021," 396,999 ",Automático,15.4,,
 Volkswagen , Beetle ,2014," 234,999 ",Manual,11.1,,
 Toyota , Prius ,2016," 293,999 ",Automático,31.3,,
 Volkswagen , Tiguan ,2018," 536,999 ",Automático,8.3,,
 Jeep , Compass ,2014," 232,999 ",Automático,12.7,,
 Mercedes Benz , Clase Slc ,2017," 695,999 ",Automático,9.5,,
 Kia , Forte ,2018," 302,999 ",Automático,13.3,,
 Mazda , CX-5 ,2014," 308,999 ",Automático,14.7,,
 Volkswagen , Gol ,2018," 212,999 ",Automático,18.5,,
 Audi , A3 ,2019," 443,999 ",Automático,14.3,,
 Mazda , Mazda 2 ,2019," 289,999 ",Manual,18.5,,1.5
 Chevrolet , Aveo ,2016," 169,999 ",Manual,14.5,,1.6
 Toyota , RAV4 ,2016," 350,999 ",Automático,11.9,,2.5
 Nissan , Sentra ,2018," 253,999 ",Manual,14.3,,1.8
 Hyundai , Grand i10 ,2018," 220,999 ",Manual,16.9,,1.2
 Mazda , Mazda 3 ,2017," 284,999 ",Automático,9.8,,2.5
 Hyundai , Grand i10 ,2018," 222,999 ",Automático,16.7,,1.2
 Bmw , X4 ,2017," 732,999 ",Automático,10,,3
 Volvo , S60 ,2016," 348,999 ",Automático,8.9,,2
 Mitsubishi , Outlander ,2017," 376,999 ",Automático,13.3,,2.4
 Nissan , X Trail ,2018," 411,999 ",Automático,13.2,,2.5
 Volkswagen , Gol ,2020," 239,999 ",Manual,17.9,,1.6
 Nissan , Sentra ,2017," 228,999 ",Manual,14.3,,1.8
 Honda , Civic ,2015," 272,999 ",Automático,10.5,,1.8
 Ford , Escape ,2014," 232,999 ",Automático,9.8,,2.5
 Volkswagen , Vento ,2019," 253,999 ",Automático,14.3,,1.6
 Ford , Escape ,2013," 258,999 ",Automático,9.8,,2.5
 Volkswagen , Gol ,2019," 229,999 ",Manual,14.7,,1.6
 Renault , Koleos ,2020," 481,999 ",Automático,13.2,,2.5
 Nissan , Sentra ,2018," 268,999 ",Manual,14.3,,1.8
 Renault , Duster ,2018," 231,999 ",Automático,12.3,,2
 Toyota , Prius ,2016," 311,999 ",Automático,31.3,,1.8
 Mazda , Mazda 2 ,2018," 272,999 ",Automático,18.5,,1.5
 Seat , Ibiza ,2016," 255,999 ",Manual,17.5,,1.2
 Toyota , Prius ,2016," 289,999 ",Automático,31.3,,1.8
 Honda , Civic ,2018," 350,999 ",Automático,16.7,,2
 Toyota , Yaris ,2015," 196,999 ",Manual,17.5,,1.5
 Toyota , Yaris ,2019," 255,999 ",Manual,17.5,,1.5
 Suzuki , Vitara ,2020," 407,999 ",Automático,15.6,,1.4
 Chevrolet , Trax ,2015," 234,999 ",Automático,15.2,,1.8
 Volkswagen , Jetta Clasico A4 ,2015," 193,999 ",Automático,11.8,,2
 Honda , Civic ,2016," 312,999 ",Automático,17.5,,1.5
 Kia , Forte ,2016," 247,999 ",Automático,15.9,,2
 Chevrolet , Aveo ,2018," 210,999 ",Manual,17.5,,1.6
 Mercedes Benz , Clase Glc ,2019," 754,999 ",Automático,10.6,,2
 Mazda , Mazda 3 ,2017," 300,999 ",Automático,9.8,,2.5
 Volkswagen , Jetta A6 ,2017," 249,999 ",Automático,12.7,,2
 Mazda , Mazda 3 ,2016," 261,999 ",Automático,9.6,,
 Nissan , Sentra ,2017," 222,999 ",Manual,14.3,,
 Land Rover , Range Rover Evoque ,2015," 470,999 ",Automático,8.4,,
 Jeep , Renegade ,2022," 434,999 ",Automático,12.2,,
 Mazda , Mazda 3 ,2017," 305,999 ",Automático,9.8,,
 Mazda , CX-5 ,2019," 431,999 ",Automático,14.7,,
 Volkswagen , Jetta Clasico A4 ,2015," 202,999 ",Automático,11.8,,2
 Mercedes Benz , Clase Cla ,2015," 349,999 ",Automático,15.4,,1.6
 Volkswagen , Jetta A6 ,2017," 252,999 ",Automático,12.7,,2
 Toyota , Highlander ,2015," 391,999 ",Automático,10.1,,3.5
 Renault , Duster ,2018," 229,999 ",Manual,14.9,,2
 Kia , Rio ,2020," 273,999 ",Manual,15.6,,
 Volkswagen , Jetta A6 ,2016," 216,999 ",Manual,12.3,,2
 Ford , Eco Sport ,2018," 288,999 ",Manual,14.9,,1.5
 Toyota , RAV4 ,2015," 305,999 ",Automático,14.5,,2.5
 Mazda , Mazda 3 ,2020," 384,999 ",Manual,8.9,,2.5
 Mercedes Benz , Clase C ,2017," 416,999 ",Automático,13.5,,1.8
 Infiniti , Q60 ,2018," 794,999 ",Automático,10.8,,3
 Mazda , Mazda 2 ,2019," 282,999 ",Manual,18.5,,1.5
 Mazda , Cx-3 ,2017," 319,999 ",Automático,15.4,,2
 Toyota , Hilux ,2018," 495,999 ",Manual,12.7,,2.8
 Gmc , Acadia ,2017," 510,999 ",Automático,9.4,,3.6
 Bmw , X1 ,2019," 524,999 ",Automático,15.9,,1.5
 Seat , Toledo ,2016," 221,999 ",Automático,15.4,,1.4
 Bmw , Serie 2 ,2016," 543,999 ",Automático,10.6,,3
 Mazda , Mazda 3 ,2020," 391,999 ",Automático,9.8,,2.5
 Honda , Civic ,2017," 323,999 ",Automático,16.7,,2
 Lincoln , MKX ,2015," 350,999 ",Automático,9.1,,3.5
 Mazda , Cx-3 ,2017," 316,999 ",Automático,15.4,,2
 Volkswagen , Tiguan ,2019," 507,999 ",Automático,14.9,,1.4
 Kia , Forte ,2020," 289,999 ",Manual,15.9,,2
 Smart , Fortwo ,2016," 268,999 ",Manual,20.4,,1
 Volkswagen , Polo ,2018," 226,999 ",Manual,15.2,,1.6
 Nissan , Altima ,2017," 290,999 ",Automático,15.9,,2.5
 Toyota , Camry ,2018," 419,999 ",Automático,15.4,,2.5
 Hyundai , Accent ,2018," 245,999 ",Manual,16.7,,1.6
 Audi , A1 ,2016," 350,999 ",Automático,14.9,,
 Chevrolet , Equinox ,2018," 359,999 ",Automático,9.3,,
 Volkswagen , Jetta A7 ,2020," 373,999 ",Automático,15.9,,
 Chevrolet , Trax ,2018," 282,999 ",Automático,15.2,,
 Mazda , Mazda 3 ,2018," 336,999 ",Automático,9.8,,
 Infiniti , QX80 ,2017," 688,999 ",Automático,6.7,,
 Hyundai , Accent ,2018," 242,999 ",Automático,16.1,,
 Chevrolet , Spark ,2016," 191,999 ",Manual,18.9,,
 Mercedes Benz , Clase Cla ,2016," 394,999 ",Automático,15.4,,
 Honda , Civic ,2018," 366,999 ",Automático,17.5,,
 Audi , A3 ,2015," 277,999 ",Automático,16.1,,
 Fiat , 500 ,2018," 428,999 ",Automático,11,,
 Audi , A3 ,2018," 377,999 ",Automático,14.3,,
 Renault , Fluence ,2016," 190,999 ",Manual,9.1,,
 Volkswagen , Golf A7 ,2017," 324,999 ",Manual,15.2,,
 Seat , Ibiza ,2020," 318,999 ",Manual,15.9,,
 Audi , A1 Sportback ,2020," 524,999 ",Automático,16.1,,
 Kia , Soul ,2020," 307,999 ",Manual,14.7,,
 Hyundai , Creta ,2017," 309,999 ",Automático,14.3,,
 Ford , Figo ,2018," 196,999 ",Manual,17.9,,
 Hyundai , Elantra ,2016," 251,999 ",Automático,17.5,,
 Volkswagen , Vento ,2019," 277,999 ",Automático,9.6,,
 Mazda , MX-5 ,2017," 347,999 ",Manual,13.5,,
 Nissan , Sentra ,2017," 239,999 ",Automático,17.2,,
 Chevrolet , Trax ,2016," 274,999 ",Automático,15.2,,
 Toyota , Corolla ,2016," 254,999 ",Automático,15.9,,
 Kia , Forte ,2020," 307,999 ",Manual,15.9,,
 Chevrolet , Aveo ,2018," 198,999 ",Manual,17.5,,
 Nissan , NP300 Frontier ,2019," 433,999 ",Manual,9.8,,
 Bmw , X1 ,2019," 551,999 ",Automático,11.8,,
 Mercedes Benz , Clase Cla ,2019," 554,999 ",Automático,15.4,,
 Chevrolet , Spark ,2018," 208,999 ",Manual,18.9,,
 Mazda , CX-9 ,2018," 597,999 ",Automático,9.1,,
 Chevrolet , Aveo ,2018," 237,999 ",Automático,16.7,,
 Chevrolet , Aveo ,2019," 244,999 ",Manual,17.5,,
 Audi , A4 ,2015," 281,999 ",Automático,12.7,,2.5
 Porsche , Cayenne ,2016," 909,999 ",Automático,10.3,,3
 Chevrolet , Trax ,2018," 267,999 ",Manual,5.9,,1.8
 Chevrolet , Trax ,2018," 285,999 ",Automático,15.2,,1.8
 Volkswagen , Jetta A6 ,2017," 250,999 ",Manual,12.3,,2
 Kia , Optima ,2018," 316,999 ",Automático,13.3,,2.4
 Ford , Fiesta ,2017," 243,999 ",Automático,16.1,,1.6
 Mazda , Mazda 3 ,2015," 238,999 ",Manual,8.9,,2.5
 Nissan , Altima ,2017," 320,999 ",Automático,9.4,,3.5
 Toyota , Tacoma ,2016," 697,999 ",Automático,9.6,,3.5
 Honda , CR-V ,2013," 267,999 ",Automático,8.4,,2.4
 Mazda , CX-5 ,2017," 379,999 ",Automático,10,,2.5
 Fiat , Palio ,2020," 309,999 ",Automático,12.8,,1.6
 Honda , CR-V ,2015," 312,999 ",Automático,9.7,,2.4
 Kia , Soul ,2018," 265,999 ",Manual,14.7,,1.6
 Honda , Accord ,2014," 252,999 ",Automático,9.9,,2.4
 Ford , Fiesta ,2018," 236,999 ",Manual,16.1,,1.6
 Mazda , Mazda 3 ,2018," 314,999 ",Automático,9.8,,2.5
 Nissan , Altima ,2018," 363,999 ",Automático,15.6,,2.5
 Nissan , Pathfinder ,2014," 295,999 ",Automático,11,11,
 Chevrolet , Tahoe ,2015," 581,999 ",Automático,7.8,,5.3
 Mini , Cooper Clubman ,2019," 435,999 ",Automático,13.3,,2
 Ford , Escape ,2016," 286,999 ",Automático,9.8,,2.5
 Suzuki , Vitara ,2017," 247,999 ",Manual,15.4,,1.6
 Mazda , Cx-3 ,2018," 320,999 ",Automático,14.9,,2
 Suzuki , S-Cross ,2015," 247,999 ",Automático,15.4,,1.6
 Gmc , Terrain ,2017," 418,999 ",Automático,9,,3.6
 Seat , Ibiza ,2021," 354,999 ",Manual,15.9,,1.6
 Mini , Cooper ,2019," 418,999 ",Automático,17.5,,1.5
 Mini , Cooper S ,2017," 325,999 ",Manual,13.3,,2
 Honda , Civic ,2016," 319,999 ",Automático,5.7,,1.5
 Mazda , Mazda 3 ,2018," 332,999 ",Automático,9.8,,2.5
 Toyota , Avanza ,2017,,Automático,7.2,,1.5
 Toyota , Prius ,2018," 373,999 ",Automático,31.3,,1.8
 Chevrolet , Sonic ,2017," 194,999 ",Manual,14.7,,1.6
 Toyota , Corolla ,2017," 295,999 ",Manual,9.4,,1.8
 Audi , A7 ,2016," 675,999 ",Automático,11.1,,3
 Honda , Civic ,2018," 384,999 ",Automático,17.5,,
 Nissan , Versa ,2019," 250,999 ",Manual,16.4,Gasolina,1.6
 Nissan , Kicks ,2019," 360,999 ",Automático,17.5,Gasolina,1.6
 Audi , Q2 ,2019," 548,999 ",Automático,14.9,Gasolina,1.4
 Mercedes Benz , Clase Gla ,2022," 943,999 ",Automático,15.9,Gasolina,1.3
 Honda , CR-V ,2019," 458,999 ",Automático,9.7,Gasolina,2.4
 Peugeot , 301 ,2017," 193,999 ",Automático,10,,1.6
 Mercedes Benz , Clase C ,2016," 393,999 ",Automático,9.9,,2
 Alfa Romeo , Giulietta ,2016," 332,999 ",Automático,9.3,,1.8
 Seat , Toledo ,2018," 231,999 ",Manual,13.7,,1.6
 Ford , Escape ,2013," 218,999 ",Automático,9.8,,2.5
 Audi , A3 ,2018," 435,999 ",Automático,14.3,,
 Chevrolet , Aveo ,2020," 258,999 ",Automático,16.7,,
 Volkswagen , Polo ,2020," 274,999 ",Automático,14.5,,
 Nissan , Sentra ,2017," 214,999 ",Manual,14.3,,
 Chevrolet , Beat ,2021," 213,999 ",Manual,18.2,,
 Volkswagen , Passat ,2015," 255,999 ",Automático,11.5,,
 Chevrolet , Aveo ,2020," 232,999 ",Manual,17.5,,
 Audi , A3 ,2016," 317,999 ",Automático,11.8,,
 Honda , City ,2017," 241,999 ",Automático,18.2,,
 Seat , Ibiza ,2016," 214,999 ",Automático,15.9,,
 Renault , Kangoo ,2020," 291,999 ",Manual,14.3,,
 Volkswagen , Gol ,2020," 236,999 ",Manual,17.9,,
 Mg , Mg5 ,2022," 332,999 ",Automático,14.5,,
