marca,modelo,año,precio,transmisión,rendimiento,combustible,litros,entrega
 Bmw , Serie 3 ,2013,297999.0,Automático,7.8,Gasolina,4.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Fit ,2020,304999.0,Automático,17.9,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 11955, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volvo , XC60 ,2018,647999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 4229, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Trax ,2014,238999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , City ,2016,232999.0,Automático,18.2,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Renault , Captur ,2019,286999.0,Manual,13.0,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 12005, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Virtus ,2020,314999.0,Manual,15.4,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 11166, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2020,317999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 13137, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Tiida ,2018,212999.0,Manual,13.0,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 5459, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2021,409999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2018,204999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 10268, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , City ,2016,232999.0,Automático,18.2,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mini , Cooper ,2016,302999.0,Manual,17.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 6914, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Civic ,2017,313999.0,Automático,16.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 10538, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Explorer ,2013,279999.0,Automático,9.3,Gasolina,4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Corolla ,2016,253999.0,Automático,15.9,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Accord ,2012,197999.0,Automático,8.8,Gasolina,"2,4","{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Prius ,2017,320999.0,Automático,31.3,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 10756, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Soul ,2019,418999.0,Automático,6.8,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 9158, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Sportage ,2018,360999.0,Automático,12.7,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 12128, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Tiguan ,2013,241999.0,Automático,9.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 3084, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Cx-3 ,2019,363999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 5611, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Tiguan ,2019,503999.0,Automático,14.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 6118, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volvo , S60 ,2016,348999.0,Automático,8.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2018,226999.0,Automático,16.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Escape ,2016,295999.0,Automático,9.8,Gasolina,4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A6 ,2017,394999.0,Automático,14.7,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2016,178999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 8001, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2019,254999.0,Manual,14.3,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 9038, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Toledo ,2017,235999.0,Manual,17.5,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9791, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Corolla ,2013,187999.0,Automático,9.4,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 13055, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Aveo ,2015,156999.0,Manual,14.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Renault , Twizy ,2019,344999.0,Automático,0.0,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2018,256999.0,Manual,15.6,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cavalier ,2018,247999.0,Automático,16.7,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 13656, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Golf A7 ,2019,748999.0,Automático,12.3,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Renault , Duster ,2019,236999.0,Manual,13.3,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Sentra ,2016,227999.0,Automático,17.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 10293, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2015,233999.0,Automático,9.6,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 14318, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Expedition ,2015,443999.0,Automático,9.2,Gasolina,4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2021,325999.0,Manual,15.6,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 13571, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2018,220999.0,Manual,14.3,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 14900, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Rio ,2018,302999.0,Automático,15.6,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 9568, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Aveo ,2018,194999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 2 ,2016,223999.0,Automático,14.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 5014, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Gol ,2018,195999.0,Manual,14.9,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 6101, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , CX-5 ,2019,442999.0,Automático,14.5,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 6661, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 2 ,2019,260999.0,Manual,18.5,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2019,267999.0,Manual,15.6,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ibiza ,2017,228999.0,Manual,15.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Renegade ,2018,373999.0,Automático,12.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 5160, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Hilux ,2021,535999.0,Manual,8.7,Gasolina,2.7,"{'nombre': 'Domicilio', 'precio': 7676, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mini , Cooper S ,2019,508999.0,Automático,13.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9690, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , CX-5 ,2016,295999.0,Automático,14.5,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ibiza ,2017,269999.0,Manual,17.5,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , City ,2016,228999.0,Automático,18.2,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 12130, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Trax ,2019,330999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , Q3 Quattro ,2013,332999.0,Automático,12.2,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 3993, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Hr-V ,2019,367999.0,Automático,15.2,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , Serie 1 ,2019,475999.0,Automático,17.9,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 6610, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , CX-5 ,2018,450999.0,Automático,14.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 8665, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Sienna ,2015,351999.0,Automático,9.6,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 11364, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Passat ,2016,328999.0,Automático,9.4,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Cadillac , ATS ,2017,454999.0,Automático,12.2,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 10404, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Fit ,2016,205999.0,Manual,15.9,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 8820, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2018,233999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Fit ,2016,194999.0,Manual,12.8,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2020,194999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Fit ,2016,209999.0,Manual,12.8,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 7607, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase C ,2016,858999.0,Automático,9.0,Gasolina,4,"{'nombre': 'Domicilio', 'precio': 11818, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Sorento ,2016,380999.0,Automático,9.8,Gasolina,3.3,"{'nombre': 'Domicilio', 'precio': 11597, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A6 ,2016,239999.0,Automático,11.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , Serie 2 ,2015,463999.0,Automático,10.6,Gasolina,3,"{'nombre': 'Domicilio', 'precio': 7819, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Eco Sport ,2018,283999.0,Manual,14.9,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Toledo ,2018,260999.0,Manual,19.2,Gasolina,1,"{'nombre': 'Domicilio', 'precio': 8172, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Suzuki , Swift ,2019,285999.0,Automático,20.4,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Spark ,2017,186999.0,Manual,18.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 4829, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , CR-V ,2013,273999.0,Automático,8.4,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Civic ,2014,233999.0,Automático,16.7,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Beetle ,2014,243999.0,Manual,11.6,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta Clasico A4 ,2014,169999.0,Manual,12.8,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3339, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mini , Cooper S ,2016,310999.0,Automático,13.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3578, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Jeep , Grand Cherokee ,2012,406999.0,Automático,6.3,Gasolina,5.7,"{'nombre': 'Domicilio', 'precio': 6668, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , Serie 2 ,2017,590999.0,Automático,10.6,Gasolina,3,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Yaris ,2017,248999.0,Automático,17.2,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 11066, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Polo ,2019,234999.0,Manual,14.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2019,291999.0,Automático,18.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 9542, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , X Trail ,2016,292999.0,Automático,13.2,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 8463, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Rio ,2019,286999.0,Manual,15.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2016,259999.0,Manual,8.9,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Sentra ,2018,318999.0,Automático,16.7,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 6181, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mini , Cooper S ,2017,361999.0,Automático,13.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 11864, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Accord ,2017,337999.0,Automático,9.9,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Dodge , Vision ,2016,183999.0,Automático,13.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Yaris ,2018,232999.0,Manual,17.5,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A7 ,2019,322999.0,Manual,17.2,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Sentra ,2017,237999.0,Manual,7.0,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 13532, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , NP300 Frontier ,2018,428999.0,Manual,9.8,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 11685, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Escape ,2013,234999.0,Automático,9.8,Gasolina,"2,5","{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , CR-V ,2013,251999.0,Automático,9.7,Gasolina,"2,4","{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Fiesta ,2015,183999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 8720, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2018,305999.0,Manual,15.4,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2016,248999.0,Manual,15.4,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 13113, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , March ,2019,252999.0,Manual,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Wrangler ,2015,629999.0,Automático,9.8,Gasolina,3.6,"{'nombre': 'Domicilio', 'precio': 5080, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , CR-V ,2015,302999.0,Automático,9.7,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mercedes Benz , Clase C ,2019,575999.0,Automático,14.1,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 13555, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , Serie 3 ,2020,840999.0,Automático,12.0,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 12096, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , CX-5 ,2016,346999.0,Automático,10.0,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Camry ,2016,296999.0,Automático,9.4,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 8403, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Passat ,2016,322999.0,Automático,11.5,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 13931, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , X1 ,2019,564999.0,Automático,11.8,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3378, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2018,346999.0,Automático,10.2,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 9558, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2020,303999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 7591, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , NP300 Frontier ,2018,420999.0,Manual,9.8,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 5394, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta Clasico A4 ,2015,203999.0,Automático,11.8,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , City ,2019,284999.0,Automático,18.2,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 9443, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , NP 300 ,2016,348999.0,Manual,9.6,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2020,247999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 11107, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Tiguan ,2017,369999.0,Automático,14.1,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2019,208999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 8349, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Jeep , Grand Cherokee ,2014,405999.0,Automático,9.2,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Equinox ,2018,357999.0,Automático,9.3,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Renault , Fluence ,2015,212999.0,Automático,8.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 13154, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Tiguan ,2018,422999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Fiat , Uno ,2017,189999.0,Manual,14.7,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2020,257999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Lincoln , MKZ ,2018,346563.07156673115,Automático,26.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 12961, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Renault , Duster ,2018,245999.0,Automático,12.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9434, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , A1 Sportback ,2015,294999.0,Automático,15.6,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 6799, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Golf A7 ,2018,679999.0,Automático,8.1,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 14822, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , CR-V ,2015,306999.0,Automático,9.7,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , A3 ,2015,296999.0,Automático,11.8,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Trax ,2019,354999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , X1 ,2018,551999.0,Automático,11.8,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 13734, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , Q3 ,2018,491999.0,Automático,12.7,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 3728, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2020,285999.0,Automático,16.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
